dt,CLICKS,ORIGIN_IP,DEST_IP,Fraud
08/17/2022,684,2,1542,0
08/16/2022,3798,1,1541,0
08/16/2022,3938,2,1542,0
08/15/2022,3626,1,1541,0
08/15/2022,4469,2,1542,0
08/14/2022,4238,1,1541,0
08/14/2022,3049,2,1542,0
08/13/2022,3291,1,1541,0
08/13/2022,2598,2,1542,0
08/12/2022,1257,1,1541,0
08/12/2022,569,2,1542,0
08/11/2022,1081,1,1541,0
08/11/2022,3002,2,1542,0
08/10/2022,2654,1,1541,0
08/10/2022,1724,2,1542,0
08/09/2022,2566,1,1541,0
08/09/2022,83,2,1542,0
08/08/2022,2576,1,1541,0
08/08/2022,2642,2,1542,0
08/07/2022,995,1,1541,0
08/07/2022,216,2,1542,0
08/06/2022,763,1,1541,0
08/06/2022,3269,2,1542,0
08/05/2022,1448,1,1541,0
08/05/2022,695,2,1542,0
08/04/2022,3664,1,1541,0
08/04/2022,1974,2,1542,0
08/03/2022,2877,1,1541,0
08/03/2022,580,2,1542,0
08/02/2022,480,1,1541,0
08/02/2022,193,2,1542,0
08/01/2022,666,1,1541,0
08/01/2022,760,2,1542,0
07/31/2022,437,1,1541,0
07/31/2022,570,2,1542,0
07/30/2022,1661,1,1541,0
07/30/2022,699,2,1542,0
07/29/2022,2756,1,1541,0
07/29/2022,3150,2,1542,0
01/27/2023,1453,1,1284,0
01/27/2023,2068,2,1285,0
01/26/2023,1308,1,1284,0
01/26/2023,414,2,1285,0
01/25/2023,1538,1,1284,0
01/25/2023,2570,2,1285,0
01/24/2023,1051,1,1284,0
01/24/2023,1493,2,1285,0
01/23/2023,3054,1,1284,0
01/23/2023,2947,2,1285,0
01/22/2023,4621,1,1284,0
01/22/2023,4456,2,1285,0
01/21/2023,308,1,1284,0
01/21/2023,2390,2,1285,0
01/20/2023,511,1,1284,0
01/20/2023,2690,2,1285,0
01/19/2023,1061,1,1284,0
01/19/2023,143000,2,1285,1
01/18/2023,151,1,1284,0
01/18/2023,124,2,1285,0
01/17/2023,2548,1,1284,0
01/17/2023,1049,2,1285,0
01/16/2023,39,1,1284,0
01/16/2023,353,2,1285,0
01/15/2023,1495,1,1284,0
01/15/2023,1476,2,1285,0
01/14/2023,457,1,1284,0
01/14/2023,237,2,1285,0
01/13/2023,348,1,1284,0
01/13/2023,3743,2,1285,0
01/12/2023,3294,1,1284,0
01/12/2023,3190,2,1285,0
01/11/2023,1622,1,1284,0
01/11/2023,2487,2,1285,0
01/10/2023,943,1,1284,0
01/10/2023,1654,2,1285,0
01/09/2023,1406,1,1284,0
01/09/2023,2602,2,1285,0
01/08/2023,641,1,1284,0
01/08/2023,1633,2,1285,0
01/07/2023,1934,1,1284,0
01/07/2023,2226,2,1285,0
01/06/2023,847,1,1284,0
01/06/2023,637,2,1285,0
01/05/2023,1944,1,1284,0
01/05/2023,2823,2,1285,0
01/04/2023,930,1,1284,0
01/04/2023,366,2,1285,0
01/03/2023,3251,1,1284,0
01/03/2023,1222,2,1285,0
01/02/2023,1169,1,1284,0
01/02/2023,647,2,1285,0
01/01/2023,744,1,1284,0
01/01/2023,901,2,1285,0
12/31/2022,1134,1,1284,0
12/31/2022,1195,2,1285,0
12/30/2022,2687,1,1284,0
12/30/2022,376,2,1285,0
12/29/2022,794,1,1284,0
12/29/2022,624,2,1285,0
12/28/2022,4686,1,1284,0
12/28/2022,1570,2,1285,0
12/27/2022,2495,1,1284,0
12/27/2022,1527,2,1285,0
12/26/2022,3649,1,1284,0
12/26/2022,2617,2,1285,0
12/25/2022,3094,1,1284,0
12/25/2022,378,2,1285,0
12/24/2022,1935,1,1284,0
12/24/2022,362,2,1285,0
12/23/2022,1969,1,1284,0
12/23/2022,2270,2,1285,0
12/22/2022,2643,1,1284,0
12/22/2022,1989,2,1285,0
12/21/2022,1330,1,1284,0
12/21/2022,740,2,1285,0
12/20/2022,145,1,1284,0
12/20/2022,1763,2,1285,0
12/19/2022,500,1,1284,0
12/19/2022,630,2,1285,0
12/18/2022,678,1,1284,0
12/18/2022,198,2,1285,0
12/17/2022,1579,1,1284,0
12/17/2022,514,2,1285,0
12/16/2022,355,1,1284,0
12/16/2022,3045,2,1285,0
12/15/2022,758,1,1284,0
12/15/2022,2323,2,1285,0
12/14/2022,1447,1,1284,0
12/14/2022,657,2,1285,0
12/13/2022,1044,1,1284,0
12/13/2022,616,2,1285,0
12/12/2022,1071,1,1284,0
12/12/2022,38,2,1285,0
12/11/2022,311,1,1284,0
12/11/2022,2329,2,1285,0
12/10/2022,3588,1,1284,0
12/10/2022,3548,2,1285,0
12/09/2022,1743,1,1284,0
12/09/2022,4590,2,1285,0
12/08/2022,330,1,1284,0
12/08/2022,3225,2,1285,0
12/07/2022,2166,1,1284,0
12/07/2022,2228,2,1285,0
12/06/2022,420,1,1284,0
12/06/2022,728,2,1285,0
12/05/2022,1161,1,1284,0
12/05/2022,818,2,1285,0
12/04/2022,78,1,1284,0
12/04/2022,1968,2,1285,0
12/03/2022,938,1,1284,0
12/03/2022,2843,2,1285,0
12/02/2022,2098,1,1284,0
12/02/2022,1662,2,1285,0
12/01/2022,87,1,1284,0
12/01/2022,1344,2,1285,0
11/30/2022,2003,1,1284,0
11/30/2022,2,2,1285,0
11/29/2022,1967,1,1284,0
11/29/2022,1994,2,1285,0
11/28/2022,1400,1,1284,0
11/28/2022,3370,2,1285,0
11/27/2022,32,1,1284,0
11/27/2022,1595,2,1285,0
11/26/2022,2739,1,1284,0
11/26/2022,1884,2,1285,0
11/25/2022,3660,1,1284,0
11/25/2022,1577,2,1285,0
11/24/2022,2491,1,1284,0
11/24/2022,1063,2,1285,0
11/23/2022,2593,1,1284,0
11/23/2022,2701,2,1285,0
11/22/2022,150,1,1284,0
11/22/2022,797,2,1285,0
11/21/2022,2080,1,1284,0
11/21/2022,4083,2,1285,0
11/20/2022,622,1,1284,0
11/20/2022,394,2,1285,0
11/19/2022,1082,1,1284,0
11/19/2022,1322,2,1285,0
11/18/2022,326,1,1284,0
11/18/2022,837,2,1285,0
11/17/2022,28,1,1284,0
11/17/2022,389,2,1285,0
11/16/2022,1091,1,1284,0
11/16/2022,389,2,1285,0
11/15/2022,814,1,1284,0
11/15/2022,1118,2,1285,0
11/14/2022,595,1,1284,0
11/14/2022,477,2,1285,0
11/13/2022,1507,1,1284,0
11/13/2022,2718,2,1285,0
11/12/2022,2069,1,1284,0
11/12/2022,791,2,1285,0
11/11/2022,1092,1,1284,0
11/11/2022,3882,2,1285,0
11/10/2022,160,1,1284,0
11/10/2022,2974,2,1285,0
11/09/2022,3013,1,1284,0
11/09/2022,3735,2,1285,0
11/08/2022,1248,1,1284,0
11/08/2022,290,2,1285,0
11/07/2022,3352,1,1284,0
11/07/2022,1946,2,1285,0
11/06/2022,453,1,1284,0
11/06/2022,791,2,1285,0
11/05/2022,3852,1,1284,0
11/05/2022,2911,2,1285,0
11/04/2022,2753,1,1284,0
11/04/2022,918,2,1285,0
11/03/2022,2867,1,1284,0
11/03/2022,2012,2,1285,0
11/02/2022,968,1,1284,0
11/02/2022,962,2,1285,0
11/01/2022,89,1,1284,0
11/01/2022,363,2,1285,0
10/31/2022,1098,1,1284,0
10/31/2022,48,2,1285,0
10/30/2022,678,1,1284,0
10/30/2022,1399,2,1285,0
10/29/2022,2261,1,1284,0
10/29/2022,2553,2,1285,0
10/28/2022,3224,1,1284,0
10/28/2022,1562,2,1285,0
10/27/2022,2771,1,1284,0
10/27/2022,12,2,1285,0
10/26/2022,677,1,1284,0
10/26/2022,662,2,1285,0
10/25/2022,2087,1,1284,0
10/25/2022,1196,2,1285,0
10/24/2022,2767,1,1284,0
10/24/2022,2517,2,1285,0
10/23/2022,2079,1,1284,0
10/23/2022,1379,2,1285,0
10/22/2022,1226,1,1284,0
10/22/2022,1261,2,1285,0
10/21/2022,111000,1,1284,1
10/21/2022,1326,2,1285,0
10/20/2022,2088,1,1284,0
10/20/2022,1114,2,1285,0
10/19/2022,2216,1,1284,0
10/19/2022,1069,2,1285,0
10/18/2022,806,1,1284,0
10/18/2022,337,2,1285,0
10/17/2022,2680,1,1284,0
10/17/2022,1294,2,1285,0
10/16/2022,2072,1,1284,0
10/16/2022,2188,2,1285,0
10/15/2022,1583,1,1284,0
10/15/2022,4049,2,1285,0
10/14/2022,2770,1,1284,0
10/14/2022,1722,2,1285,0
10/13/2022,888,1,1284,0
10/13/2022,1906,2,1285,0
10/12/2022,853,1,1284,0
10/12/2022,2148,2,1285,0
10/11/2022,1844,1,1284,0
10/11/2022,2586,2,1285,0
10/10/2022,2887,1,1284,0
10/10/2022,1158,2,1285,0
10/09/2022,2752,1,1284,0
10/09/2022,2589,2,1285,0
10/08/2022,1995,1,1284,0
10/08/2022,1103,2,1285,0
10/07/2022,1613,1,1284,0
10/07/2022,253,2,1285,0
10/06/2022,564,1,1284,0
10/06/2022,1285,2,1285,0
10/05/2022,1513,1,1284,0
10/05/2022,1660,2,1285,0
10/04/2022,651,1,1284,0
10/04/2022,624,2,1285,0
10/03/2022,490,1,1284,0
10/03/2022,3974,2,1285,0
10/02/2022,691,1,1284,0
10/02/2022,215,2,1285,0
10/01/2022,134300,1,1284,1
10/01/2022,380,2,1285,0
09/30/2022,989,1,1284,0
09/30/2022,649,2,1285,0
09/29/2022,1210,1,1284,0
09/29/2022,601,2,1285,0
09/28/2022,286,1,1284,0
09/28/2022,145,2,1285,0
09/27/2022,2355,1,1284,0
09/27/2022,3026,2,1285,0
09/26/2022,1830,1,1284,0
09/26/2022,1138,2,1285,0
09/25/2022,980,1,1284,0
09/25/2022,1698,2,1285,0
09/24/2022,3648,1,1284,0
09/24/2022,325,2,1285,0
09/23/2022,2080,1,1284,0
09/23/2022,80,2,1285,0
09/22/2022,138,1,1284,0
09/22/2022,141,2,1285,0
09/21/2022,3235,1,1284,0
09/21/2022,2377,2,1285,0
09/20/2022,380,1,1284,0
09/20/2022,2303,2,1285,0
09/19/2022,278,1,1284,0
09/19/2022,235,2,1285,0
09/18/2022,338,1,1284,0
09/18/2022,2167,2,1285,0
09/17/2022,1201,1,1284,0
09/17/2022,1455,2,1285,0
09/16/2022,1795,1,1284,0
09/16/2022,3128,2,1285,0
09/15/2022,2709,1,1284,0
09/15/2022,2669,2,1285,0
09/14/2022,1174,1,1284,0
09/14/2022,4877,2,1285,0
09/13/2022,1311,1,1284,0
09/13/2022,39300,2,1285,1
09/12/2022,3281,1,1284,0
09/12/2022,2551,2,1285,0
09/11/2022,1491,1,1284,0
09/11/2022,2263,2,1285,0
09/10/2022,909,1,1284,0
09/10/2022,423,2,1285,0
09/09/2022,1603,1,1284,0
09/09/2022,2144,2,1285,0
09/08/2022,725,1,1284,0
09/08/2022,875,2,1285,0
09/07/2022,118,1,1284,0
09/07/2022,1052,2,1285,0
09/06/2022,2194,1,1284,0
09/06/2022,3503,2,1285,0
09/05/2022,624,1,1284,0
09/05/2022,1587,2,1285,0
09/04/2022,569,1,1284,0
09/04/2022,687,2,1285,0
09/03/2022,319,1,1284,0
09/03/2022,3277,2,1285,0
09/02/2022,551,1,1284,0
09/02/2022,614,2,1285,0
09/01/2022,803,1,1284,0
09/01/2022,2216,2,1285,0
08/31/2022,1596,1,1284,0
08/31/2022,1205,2,1285,0
08/30/2022,2550,1,1284,0
08/30/2022,2575,2,1285,0
08/29/2022,73,1,1284,0
08/29/2022,1016,2,1285,0
08/28/2022,3817,1,1284,0
08/28/2022,2024,2,1285,0
08/27/2022,3003,1,1284,0
08/27/2022,905,2,1285,0
08/26/2022,3331,1,1284,0
08/26/2022,63,2,1285,0
08/25/2022,3483,1,1284,0
08/25/2022,638,2,1285,0
08/24/2022,314,1,1284,0
08/24/2022,2452,2,1285,0
08/23/2022,2324,1,1284,0
08/23/2022,2663,2,1285,0
08/22/2022,726,1,1284,0
08/22/2022,3630,2,1285,0
08/21/2022,540,1,1284,0
08/21/2022,192,2,1285,0
08/20/2022,106,1,1284,0
08/20/2022,1716,2,1285,0
08/19/2022,4466,1,1284,0
08/19/2022,204,2,1285,0
08/18/2022,3777,1,1284,0
08/18/2022,3241,2,1285,0
08/17/2022,817,1,1284,0
08/17/2022,1435,2,1285,0
08/16/2022,407,1,1284,0
08/16/2022,151,2,1285,0
08/15/2022,1707,1,1284,0
08/15/2022,1176,2,1285,0
08/14/2022,1304,1,1284,0
08/14/2022,2168,2,1285,0
08/13/2022,1396,1,1284,0
08/13/2022,515,2,1285,0
08/12/2022,502,1,1284,0
08/12/2022,962,2,1285,0
08/11/2022,203,1,1284,0
08/11/2022,1159,2,1285,0
08/10/2022,2574,1,1284,0
08/10/2022,2399,2,1285,0
08/09/2022,125,1,1284,0
08/09/2022,2371,2,1285,0
08/08/2022,315,1,1284,0
08/08/2022,711,2,1285,0
08/07/2022,2852,1,1284,0
08/07/2022,333,2,1285,0
08/06/2022,852,1,1284,0
08/06/2022,939,2,1285,0
08/05/2022,1949,1,1284,0
08/05/2022,986,2,1285,0
08/04/2022,187,1,1284,0
08/04/2022,1136,2,1285,0
08/03/2022,1905,1,1284,0
08/03/2022,1631,2,1285,0
08/02/2022,860,1,1284,0
08/02/2022,2062,2,1285,0
08/01/2022,356,1,1284,0
08/01/2022,896,2,1285,0
07/31/2022,1237,1,1284,0
07/31/2022,1077,2,1285,0
07/30/2022,1229,1,1284,0
07/30/2022,203,2,1285,0
07/29/2022,1749,1,1284,0
07/29/2022,2078,2,1285,0
01/26/2023,104,1,1541,0
01/26/2023,3750,2,1542,0
01/25/2023,1361,1,1541,0
01/25/2023,429,2,1542,0
01/24/2023,485,1,1541,0
01/24/2023,1568,2,1542,0
01/23/2023,423,1,1541,0
01/23/2023,165,2,1542,0
01/22/2023,1259,1,1541,0
01/22/2023,397,2,1542,0
01/21/2023,1557,1,1541,0
01/21/2023,1290,2,1542,0
01/20/2023,906,1,1541,0
01/20/2023,745,2,1542,0
01/19/2023,1085,1,1541,0
01/19/2023,1613,2,1542,0
01/18/2023,1491,1,1541,0
01/18/2023,1448,2,1542,0
01/17/2023,679,1,1541,0
01/17/2023,2668,2,1542,0
01/16/2023,76,1,1541,0
01/16/2023,1173,2,1542,0
01/15/2023,2571,1,1541,0
01/15/2023,3112,2,1542,0
01/14/2023,2640,1,1541,0
01/14/2023,3454,2,1542,0
01/13/2023,2016,1,1541,0
01/13/2023,1836,2,1542,0
01/12/2023,1486,1,1541,0
01/12/2023,2441,2,1542,0
01/11/2023,1832,1,1541,0
01/11/2023,1026,2,1542,0
01/10/2023,565,1,1541,0
01/10/2023,1516,2,1542,0
01/09/2023,3723,1,1541,0
01/09/2023,1812,2,1542,0
01/08/2023,1784,1,1541,0
01/08/2023,368,2,1542,0
01/07/2023,992,1,1541,0
01/07/2023,1294,2,1542,0
01/06/2023,2485,1,1541,0
01/06/2023,1575,2,1542,0
01/05/2023,256,1,1541,0
01/05/2023,556,2,1542,0
01/04/2023,3645,1,1541,0
01/04/2023,2793,2,1542,0
01/03/2023,1473,1,1541,0
01/03/2023,1759,2,1542,0
01/02/2023,186,1,1541,0
01/02/2023,466,2,1542,0
01/01/2023,1067,1,1541,0
01/01/2023,1175,2,1542,0
12/30/2022,1511,1,1541,0
12/30/2022,410,2,1542,0
12/29/2022,229,1,1541,0
12/29/2022,655,2,1542,0
12/28/2022,765,1,1541,0
12/28/2022,1633,2,1542,0
12/27/2022,1757,1,1541,0
12/27/2022,1540,2,1542,0
12/26/2022,1557,1,1541,0
12/26/2022,2103,2,1542,0
12/25/2022,1407,1,1541,0
12/25/2022,1024,2,1542,0
12/24/2022,1290,1,1541,0
12/24/2022,954,2,1542,0
12/23/2022,457,1,1541,0
12/23/2022,242,2,1542,0
12/22/2022,1641,1,1541,0
12/22/2022,357,2,1542,0
12/21/2022,2725,1,1541,0
12/21/2022,283,2,1542,0
12/20/2022,3146,1,1541,0
12/20/2022,1338,2,1542,0
12/19/2022,1691,1,1541,0
12/19/2022,1163,2,1542,0
12/18/2022,1898,1,1541,0
12/18/2022,3146,2,1542,0
12/17/2022,34,1,1541,0
12/17/2022,545,2,1542,0
12/16/2022,611,1,1541,0
12/16/2022,2362,2,1542,0
12/15/2022,1469,1,1541,0
12/15/2022,1448,2,1542,0
12/14/2022,1102,1,1541,0
12/14/2022,759,2,1542,0
12/13/2022,2359,1,1541,0
12/13/2022,1758,2,1542,0
12/12/2022,1073,1,1541,0
12/12/2022,2779,2,1542,0
12/11/2022,1018,1,1541,0
12/11/2022,1553,2,1542,0
12/10/2022,1225,1,1541,0
12/10/2022,794,2,1542,0
12/09/2022,2983,1,1541,0
12/09/2022,4304,2,1542,0
12/08/2022,2481,1,1541,0
12/08/2022,1519,2,1542,0
12/07/2022,832,1,1541,0
12/07/2022,1734,2,1542,0
12/06/2022,2051,1,1541,0
12/06/2022,2853,2,1542,0
12/05/2022,1147,1,1541,0
12/05/2022,1102,2,1542,0
12/04/2022,83,1,1541,0
12/04/2022,2395,2,1542,0
12/03/2022,68,1,1541,0
12/03/2022,709,2,1542,0
12/02/2022,806,1,1541,0
12/02/2022,1533,2,1542,0
12/01/2022,1000,1,1541,0
12/01/2022,1984,2,1542,0
11/29/2022,1217,1,1541,0
11/29/2022,477,2,1542,0
11/28/2022,351,1,1541,0
11/28/2022,2502,2,1542,0
11/27/2022,295,1,1541,0
11/27/2022,214,2,1542,0
11/26/2022,1173,1,1541,0
11/26/2022,889,2,1542,0
11/25/2022,1790,1,1541,0
11/25/2022,168,2,1542,0
11/24/2022,2204,1,1541,0
11/24/2022,1295,2,1542,0
11/23/2022,1306,1,1541,0
11/23/2022,428,2,1542,0
11/22/2022,315,1,1541,0
11/22/2022,353,2,1542,0
11/21/2022,3215,1,1541,0
11/21/2022,4350,2,1542,0
11/20/2022,583,1,1541,0
11/20/2022,1368,2,1542,0
11/19/2022,1290,1,1541,0
11/19/2022,3258,2,1542,0
11/18/2022,563,1,1541,0
11/18/2022,33,2,1542,0
11/17/2022,655,1,1541,0
11/17/2022,990,2,1542,0
11/16/2022,3998,1,1541,0
11/16/2022,1552,2,1542,0
11/15/2022,1091,1,1541,0
11/15/2022,191,2,1542,0
11/14/2022,2918,1,1541,0
11/14/2022,3327,2,1542,0
11/13/2022,3656,1,1541,0
11/13/2022,1095,2,1542,0
11/12/2022,1993,1,1541,0
11/12/2022,3852,2,1542,0
11/11/2022,1774,1,1541,0
11/11/2022,3412,2,1542,0
11/10/2022,100,1,1541,0
11/10/2022,311,2,1542,0
11/09/2022,191,1,1541,0
11/09/2022,1458,2,1542,0
11/08/2022,2179,1,1541,0
11/08/2022,316,2,1542,0
11/07/2022,214100,1,1541,1
11/07/2022,71,2,1542,0
11/06/2022,62,1,1541,0
11/06/2022,342,2,1542,0
11/05/2022,512,1,1541,0
11/05/2022,236,2,1542,0
11/04/2022,1560,1,1541,0
11/04/2022,1111,2,1542,0
11/03/2022,463,1,1541,0
11/03/2022,1053,2,1542,0
11/02/2022,1749,1,1541,0
11/02/2022,1395,2,1542,0
11/01/2022,72,1,1541,0
11/01/2022,1024,2,1542,0
10/30/2022,2576,1,1541,0
10/30/2022,3227,2,1542,0
10/29/2022,2560,1,1541,0
10/29/2022,841,2,1542,0
10/28/2022,182,1,1541,0
10/28/2022,1873,2,1542,0
10/27/2022,1594,1,1541,0
10/27/2022,1261,2,1542,0
10/26/2022,755,1,1541,0
10/26/2022,1073,2,1542,0
10/25/2022,3487,1,1541,0
10/25/2022,953,2,1542,0
10/24/2022,939,1,1541,0
10/24/2022,764,2,1542,0
10/23/2022,42,1,1541,0
10/23/2022,1294,2,1542,0
10/22/2022,2812,1,1541,0
10/22/2022,2620,2,1542,0
10/21/2022,654,1,1541,0
10/21/2022,383,2,1542,0
10/20/2022,2619,1,1541,0
10/20/2022,1662,2,1542,0
10/19/2022,1071,1,1541,0
10/19/2022,9,2,1542,0
10/18/2022,1797,1,1541,0
10/18/2022,682,2,1542,0
10/17/2022,801,1,1541,0
10/17/2022,779,2,1542,0
10/16/2022,2969,1,1541,0
10/16/2022,747,2,1542,0
10/15/2022,368,1,1541,0
10/15/2022,1289,2,1542,0
10/14/2022,1075,1,1541,0
10/14/2022,591,2,1542,0
10/13/2022,445,1,1541,0
10/13/2022,2498,2,1542,0
10/12/2022,3641,1,1541,0
10/12/2022,1637,2,1542,0
10/11/2022,3207,1,1541,0
10/11/2022,3182,2,1542,0
10/10/2022,1789,1,1541,0
10/10/2022,468,2,1542,0
10/09/2022,302,1,1541,0
10/09/2022,2020,2,1542,0
10/08/2022,688,1,1541,0
10/08/2022,1726,2,1542,0
10/07/2022,1503,1,1541,0
10/07/2022,1757,2,1542,0
10/06/2022,2784,1,1541,0
10/06/2022,546,2,1542,0
10/05/2022,2400,1,1541,0
10/05/2022,869,2,1542,0
10/04/2022,3348,1,1541,0
10/04/2022,796,2,1542,0
10/03/2022,2765,1,1541,0
10/03/2022,3632,2,1542,0
10/02/2022,533,1,1541,0
10/02/2022,524,2,1542,0
10/01/2022,1321,1,1541,0
10/01/2022,517,2,1542,0
09/29/2022,1682,1,1541,0
09/29/2022,2384,2,1542,0
09/28/2022,74,1,1541,0
09/28/2022,491,2,1542,0
09/27/2022,1001,1,1541,0
09/27/2022,2779,2,1542,0
09/26/2022,700,1,1541,0
09/26/2022,2830,2,1542,0
09/25/2022,226,1,1541,0
09/25/2022,1030,2,1542,0
09/24/2022,3619,1,1541,0
09/24/2022,2860,2,1542,0
09/23/2022,1707,1,1541,0
09/23/2022,1776,2,1542,0
09/22/2022,518,1,1541,0
09/22/2022,417,2,1542,0
09/21/2022,810,1,1541,0
09/21/2022,1990,2,1542,0
09/20/2022,2654,1,1541,0
09/20/2022,1035,2,1542,0
09/19/2022,739,1,1541,0
09/19/2022,2758,2,1542,0
09/18/2022,1909,1,1541,0
09/18/2022,1419,2,1542,0
09/17/2022,832,1,1541,0
09/17/2022,660,2,1542,0
09/16/2022,147,1,1541,0
09/16/2022,2064,2,1542,0
09/15/2022,1399,1,1541,0
09/15/2022,4478,2,1542,0
09/14/2022,780,1,1541,0
09/14/2022,194100,2,1542,1
09/13/2022,293,1,1541,0
09/13/2022,287,2,1542,0
09/12/2022,2759,1,1541,0
09/12/2022,1496,2,1542,0
09/11/2022,2410,1,1541,0
09/11/2022,2954,2,1542,0
09/10/2022,790,1,1541,0
09/10/2022,2446,2,1542,0
09/09/2022,1757,1,1541,0
09/09/2022,1695,2,1542,0
09/08/2022,998,1,1541,0
09/08/2022,319,2,1542,0
09/07/2022,130,1,1541,0
09/07/2022,114,2,1542,0
09/06/2022,1960,1,1541,0
09/06/2022,958,2,1542,0
09/05/2022,877,1,1541,0
09/05/2022,624,2,1542,0
09/04/2022,2089,1,1541,0
09/04/2022,1191,2,1542,0
09/03/2022,3024,1,1541,0
09/03/2022,2676,2,1542,0
09/02/2022,914,1,1541,0
09/02/2022,428,2,1542,0
09/01/2022,974,1,1541,0
09/01/2022,1486,2,1542,0
08/30/2022,1367,1,1541,0
08/30/2022,2883,2,1542,0
08/29/2022,2033,1,1541,0
08/29/2022,2277,2,1542,0
08/28/2022,2045,1,1541,0
08/28/2022,470,2,1542,0
08/27/2022,1023,1,1541,0
08/27/2022,637,2,1542,0
08/26/2022,865,1,1541,0
08/26/2022,1431,2,1542,0
08/25/2022,301,1,1541,0
08/25/2022,26,2,1542,0
08/24/2022,3820,1,1541,0
08/24/2022,4293,2,1542,0
08/23/2022,691,1,1541,0
08/23/2022,1041,2,1542,0
08/22/2022,1455,1,1541,0
08/22/2022,791,2,1542,0
08/21/2022,2943,1,1541,0
08/21/2022,10900,2,1542,1
08/20/2022,2358,1,1541,0
08/20/2022,1656,2,1542,0
08/19/2022,3062,1,1541,0
08/19/2022,2426,2,1542,0
08/18/2022,1915,1,1541,0
08/18/2022,707,2,1542,0
08/17/2022,1810,1,1541,0
08/17/2022,1022,2,1542,0
08/16/2022,1969,1,1541,0
08/16/2022,1184,2,1542,0
08/15/2022,87,1,1541,0
08/15/2022,3657,2,1542,0
08/14/2022,4598,1,1541,0
08/14/2022,2049,2,1542,0
08/13/2022,3694,1,1541,0
08/13/2022,4395,2,1542,0
08/12/2022,1213,1,1541,0
08/12/2022,2273,2,1542,0
08/11/2022,369,1,1541,0
08/11/2022,245,2,1542,0
08/10/2022,2147,1,1541,0
08/10/2022,2035,2,1542,0
08/09/2022,2195,1,1541,0
08/09/2022,1410,2,1542,0
08/08/2022,1003,1,1541,0
08/08/2022,3667,2,1542,0
08/07/2022,2104,1,1541,0
08/07/2022,2175,2,1542,0
08/06/2022,591,1,1541,0
08/06/2022,386,2,1542,0
08/05/2022,3291,1,1541,0
08/05/2022,2465,2,1542,0
08/04/2022,1146,1,1541,0
08/04/2022,275,2,1542,0
08/03/2022,1557,1,1541,0
08/03/2022,2624,2,1542,0
08/02/2022,1398,1,1541,0
08/02/2022,2236,2,1542,0
08/01/2022,435,1,1541,0
08/01/2022,84,2,1542,0
07/30/2022,716,1,1541,0
07/30/2022,458,2,1542,0
07/29/2022,1010,1,1541,0
07/29/2022,1061,2,1542,0
07/28/2022,2153,1,1541,0
07/28/2022,704,2,1542,0
01/26/2023,484,1,1284,0
01/26/2023,1970,2,1285,0
01/25/2023,2282,1,1284,0
01/25/2023,3105,2,1285,0
01/24/2023,3353,1,1284,0
01/24/2023,874,2,1285,0
01/23/2023,1399,1,1284,0
01/23/2023,391,2,1285,0
01/22/2023,1592,1,1284,0
01/22/2023,1009,2,1285,0
01/21/2023,3954,1,1284,0
01/21/2023,203,2,1285,0
01/20/2023,587,1,1284,0
01/20/2023,873,2,1285,0
01/19/2023,3312,1,1284,0
01/19/2023,801,2,1285,0
01/18/2023,1999,1,1284,0
01/18/2023,1883,2,1285,0
01/17/2023,830,1,1284,0
01/17/2023,768,2,1285,0
01/16/2023,2129,1,1284,0
01/16/2023,1562,2,1285,0
01/15/2023,1246,1,1284,0
01/15/2023,447,2,1285,0
01/14/2023,3643,1,1284,0
01/14/2023,2508,2,1285,0
01/13/2023,1644,1,1284,0
01/13/2023,248,2,1285,0
01/12/2023,1700,1,1284,0
01/12/2023,2460,2,1285,0
01/11/2023,3931,1,1284,0
01/11/2023,1283,2,1285,0
01/10/2023,895,1,1284,0
01/10/2023,202,2,1285,0
01/09/2023,3358,1,1284,0
01/09/2023,87,2,1285,0
01/08/2023,1921,1,1284,0
01/08/2023,707,2,1285,0
01/07/2023,1668,1,1284,0
01/07/2023,1959,2,1285,0
01/06/2023,2180,1,1284,0
01/06/2023,29,2,1285,0
01/05/2023,1047,1,1284,0
01/05/2023,217,2,1285,0
01/04/2023,3770,1,1284,0
01/04/2023,435,2,1285,0
01/03/2023,1058,1,1284,0
01/03/2023,720,2,1285,0
01/02/2023,3910,1,1284,0
01/02/2023,2624,2,1285,0
01/01/2023,550,1,1284,0
01/01/2023,69,2,1285,0
12/30/2022,792,1,1284,0
12/30/2022,584,2,1285,0
12/29/2022,264,1,1284,0
12/29/2022,2544,2,1285,0
12/28/2022,184,1,1284,0
12/28/2022,162,2,1285,0
12/27/2022,3824,1,1284,0
12/27/2022,694,2,1285,0
12/26/2022,2773,1,1284,0
12/26/2022,2679,2,1285,0
12/25/2022,2907,1,1284,0
12/25/2022,1933,2,1285,0
12/24/2022,1321,1,1284,0
12/24/2022,3965,2,1285,0
12/23/2022,2073,1,1284,0
12/23/2022,2177,2,1285,0
12/22/2022,699,1,1284,0
12/22/2022,1019,2,1285,0
12/21/2022,782,1,1284,0
12/21/2022,2540,2,1285,0
12/20/2022,1163,1,1284,0
12/20/2022,351,2,1285,0
12/19/2022,785,1,1284,0
12/19/2022,125,2,1285,0
12/18/2022,924,1,1284,0
12/18/2022,427,2,1285,0
12/17/2022,326,1,1284,0
12/17/2022,2165,2,1285,0
12/16/2022,1676,1,1284,0
